gate_id,product,metric,lookback,mode,observations,active_rate,first_active_date,status
IM_lagged_oi_change_lb5_avoid_high_q0.2_0.8,IM,lagged_oi_change,5,avoid_high,116,0.3793103448275862,20260415,resolved
IM_lagged_oi_change_lb5_avoid_extremes_q0.2_0.8,IM,lagged_oi_change,5,avoid_extremes,116,0.33620689655172414,20260416,resolved
IM_lagged_oi_change_lb20_avoid_high_q0.2_0.8,IM,lagged_oi_change,20,avoid_high,116,0.1810344827586207,20260525,resolved
IM_lagged_oi_change_lb20_avoid_extremes_q0.2_0.8,IM,lagged_oi_change,20,avoid_extremes,116,0.13793103448275862,20260525,resolved
IM_volume_oi_lb5_avoid_high_q0.2_0.8,IM,volume_oi,5,avoid_high,116,0.3879310344827586,20260408,resolved
IM_volume_oi_lb5_avoid_extremes_q0.2_0.8,IM,volume_oi,5,avoid_extremes,116,0.31896551724137934,20260408,resolved
IM_volume_oi_lb20_avoid_high_q0.2_0.8,IM,volume_oi,20,avoid_high,116,0.3879310344827586,20260408,resolved
IM_volume_oi_lb20_avoid_extremes_q0.2_0.8,IM,volume_oi,20,avoid_extremes,116,0.31896551724137934,20260408,resolved
IM_oi_concentration_lb5_avoid_high_q0.2_0.8,IM,oi_concentration,5,avoid_high,116,0.3017241379310345,20260408,resolved
IM_oi_concentration_lb5_avoid_extremes_q0.2_0.8,IM,oi_concentration,5,avoid_extremes,116,0.20689655172413793,20260408,resolved
IM_oi_concentration_lb20_avoid_high_q0.2_0.8,IM,oi_concentration,20,avoid_high,116,0.3017241379310345,20260408,resolved
IM_oi_concentration_lb20_avoid_extremes_q0.2_0.8,IM,oi_concentration,20,avoid_extremes,116,0.20689655172413793,20260408,resolved
