Warning: truncated output (original token count: 66810)
Total output lines: 1365

spec_id,family,parameters,strict_eligible
O1_risk_on_call-034,O1_risk_on_call,"{""product"": ""IO"", ""dte_window"": [40, 70], ""moneyness"": -0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.05}",False
O1_risk_on_call-035,O1_risk_on_call,"{""product"": ""IO"", ""dte_window"": [40, 70], ""moneyness"": -0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.005}",False
O1_risk_on_call-036,O1_risk_on_call,"{""product"": ""IO"", ""dte_window"": [40, 70], ""moneyness"": -0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.01}",False
O1_risk_on_call-037,O1_risk_on_call,"{""product"": ""IO"", ""dte_window"": [40, 70], ""moneyness"": -0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.02}",False
O1_risk_on_call-038,O1_risk_on_call,"{""product"": ""IO"", ""dte_window"": [40, 70], ""moneyness"": -0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.03}",False
O1_risk_on_call-039,O1_risk_on_call,"{""product"": ""IO"", ""dte_window"": [40, 70], ""moneyness"": -0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.05}",False
O1_risk_on_call-040,O1_risk_on_call,"{""product"": ""IO"", ""dte_window"": [40, 70], ""moneyness"": 0, ""holding_days"": 5, ""budget_pct_nav"": 0.005}",False
O1_risk_on_call-041,O1_risk_on_call,"{""product"": ""IO"", ""dte_window"": [40, 70], ""moneyness"": 0, ""holding_days"": 5, ""budget_pct_nav"": 0.01}",False
O1_risk_on_call-042,O1_risk_on_call,"{""product"": ""IO"", ""dte_window"": [40, 70], ""moneyness"": 0, ""holding_days"": 5, ""budget_pct_nav"": 0.02}",False
O1_risk_on_call-043,O1_risk_on_call,"{""product"": ""IO"", ""dte_window"": [40, 70], ""moneyness"": 0, ""holding_days"": 5, ""budget_pct_nav"": 0.03}",False
O1_risk_on_call-044,O1_risk_on_call,"{""product"": ""IO"", ""dte_window"": [40, 70], ""moneyness"": 0, ""holding_days"": 5, ""budget_pct_nav"": 0.05}",False
O1_risk_on_call-045,O1_risk_on_call,"{""product"": ""IO"", ""dte_window"": [40, 70], ""moneyness"": 0, ""holding_days"": 20, ""budget_pct_nav"": 0.005}",False
O1_risk_on_call-046,O1_risk_on_call,"{""product"": ""IO"", ""dte_window"": [40, 70], ""moneyness"": 0, ""holding_days"": 20, ""budget_pct_nav"": 0.01}",False
O1_risk_on_call-047,O1_risk_on_call,"{""product"": ""IO"", ""dte_window"": [40, 70], ""moneyness"": 0, ""holding_days"": 20, ""budget_pct_nav"": 0.02}",False
O1_risk_on_call-048,O1_risk_on_call,"{""product"": ""IO"", ""dte_window"": [40, 70], ""moneyness"": 0, ""holding_days"": 20, ""budget_pct_nav"": 0.03}",False
O1_risk_on_call-049,O1_risk_on_call,"{""product"": ""IO"", ""dte_window"": [40, 70], ""moneyness"": 0, ""holding_days"": 20, ""budget_pct_nav"": 0.05}",False
O1_risk_on_call-050,O1_risk_on_call,"{""product"": ""IO"", ""dte_window"": [40, 70], ""moneyness"": 0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.005}",False
O1_risk_on_call-051,O1_risk_on_call,"{""product"": ""IO"", ""dte_window"": [40, 70], ""moneyness"": 0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.01}",False
O1_risk_on_call-052,O1_risk_on_call,"{""product"": ""IO"", ""dte_window"": [40, 70], ""moneyness"": 0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.02}",False
O1_risk_on_call-053,O1_risk_on_call,"{""product"": ""IO"", ""dte_window"": [40, 70], ""moneyness"": 0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.03}",False
O1_risk_on_call-054,O1_risk_on_call,"{""product"": ""IO"", ""dte_window"": [40, 70], ""moneyness"": 0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.05}",False
O1_risk_on_call-055,O1_risk_on_call,"{""product"": ""IO"", ""dte_window"": [40, 70], ""moneyness"": 0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.005}",False
O1_risk_on_call-056,O1_risk_on_call,"{""product"": ""IO"", ""dte_window"": [40, 70], ""moneyness"": 0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.01}",False
O1_risk_on_call-057,O1_risk_on_call,"{""product"": ""IO"", ""dte_window"": [40, 70], ""moneyness"": 0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.02}",False
O1_risk_on_call-058,O1_risk_on_call,"{""product"": ""IO"", ""dte_window"": [40, 70], ""moneyness"": 0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.03}",False
O1_risk_on_call-059,O1_risk_on_call,"{""product"": ""IO"", ""dte_window"": [40, 70], ""moneyness"": 0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.05}",False
O1_risk_on_call-060,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": -0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.005}",False
O1_risk_on_call-061,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": -0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.01}",False
O1_risk_on_call-062,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": -0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.02}",False
O1_risk_on_call-063,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": -0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.03}",False
O1_risk_on_call-064,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": -0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.05}",False
O1_risk_on_call-065,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": -0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.005}",False
O1_risk_on_call-066,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": -0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.01}",False
O1_risk_on_call-067,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": -0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.02}",False
O1_risk_on_call-068,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": -0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.03}",False
O1_risk_on_call-069,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": -0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.05}",False
O1_risk_on_call-070,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": 0, ""holding_days"": 5, ""budget_pct_nav"": 0.005}",False
O1_risk_on_call-071,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": 0, ""holding_days"": 5, ""budget_pct_nav"": 0.01}",False
O1_risk_on_call-072,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": 0, ""holding_days"": 5, ""budget_pct_nav"": 0.02}",False
O1_risk_on_call-073,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": 0, ""holding_days"": 5, ""budget_pct_nav"": 0.03}",False
O1_risk_on_call-074,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": 0, ""holding_days"": 5, ""budget_pct_nav"": 0.05}",False
O1_risk_on_call-075,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": 0, ""holding_days"": 20, ""budget_pct_nav"": 0.005}",False
O1_risk_on_call-076,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": 0, ""holding_days"": 20, ""budget_pct_nav"": 0.01}",False
O1_risk_on_call-077,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": 0, ""holding_days"": 20, ""budget_pct_nav"": 0.02}",False
O1_risk_on_call-078,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": 0, ""holding_days"": 20, ""budget_pct_nav"": 0.03}",False
O1_risk_on_call-079,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": 0, ""holding_days"": 20, ""budget_pct_nav"": 0.05}",False
O1_risk_on_call-080,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": 0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.005}",False
O1_risk_on_call-081,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": 0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.01}",False
O1_risk_on_call-082,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": 0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.02}",False
O1_risk_on_call-083,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": 0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.03}",False
O1_risk_on_call-084,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": 0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.05}",False
O1_risk_on_call-085,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": 0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.005}",False
O1_risk_on_call-086,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": 0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.01}",False
O1_risk_on_call-087,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": 0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.02}",False
O1_risk_on_call-088,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": 0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.03}",False
O1_risk_on_call-089,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [20, 40], ""moneyness"": 0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.05}",False
O1_risk_on_call-090,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": -0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.005}",False
O1_risk_on_call-091,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": -0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.01}",False
O1_risk_on_call-092,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": -0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.02}",False
O1_risk_on_call-093,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": -0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.03}",False
O1_risk_on_call-094,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": -0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.05}",False
O1_risk_on_call-095,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": -0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.005}",False
O1_risk_on_call-096,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": -0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.01}",False
O1_risk_on_call-097,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": -0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.02}",False
O1_risk_on_call-098,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": -0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.03}",False
O1_risk_on_call-099,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": -0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.05}",False
O1_risk_on_call-100,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": 0, ""holding_days"": 5, ""budget_pct_nav"": 0.005}",False
O1_risk_on_call-101,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": 0, ""holding_days"": 5, ""budget_pct_nav"": 0.01}",False
O1_risk_on_call-102,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": 0, ""holding_days"": 5, ""budget_pct_nav"": 0.02}",False
O1_risk_on_call-103,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": 0, ""holding_days"": 5, ""budget_pct_nav"": 0.03}",False
O1_risk_on_call-104,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": 0, ""holding_days"": 5, ""budget_pct_nav"": 0.05}",False
O1_risk_on_call-105,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": 0, ""holding_days"": 20, ""budget_pct_nav"": 0.005}",False
O1_risk_on_call-106,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": 0, ""holding_days"": 20, ""budget_pct_nav"": 0.01}",False
O1_risk_on_call-107,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": 0, ""holding_days"": 20, ""budget_pct_nav"": 0.02}",False
O1_risk_on_call-108,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": 0, ""holding_days"": 20, ""budget_pct_nav"": 0.03}",False
O1_risk_on_call-109,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": 0, ""holding_days"": 20, ""budget_pct_nav"": 0.05}",False
O1_risk_on_call-110,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": 0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.005}",False
O1_risk_on_call-111,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": 0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.01}",False
O1_risk_on_call-112,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": 0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.02}",False
O1_risk_on_call-113,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": 0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.03}",False
O1_risk_on_call-114,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": 0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.05}",False
O1_risk_on_call-115,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": 0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.005}",False
O1_risk_on_call-116,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": 0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.01}",False
O1_risk_on_call-117,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": 0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.02}",False
O1_risk_on_call-118,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": 0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.03}",False
O1_risk_on_call-119,O1_risk_on_call,"{""product"": ""HO"", ""dte_window"": [40, 70], ""moneyness"": 0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.05}",False
O1_risk_on_call-120,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": -0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.005}",False
O1_risk_on_call-121,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": -0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.01}",False
O1_risk_on_call-122,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": -0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.02}",False
O1_risk_on_call-123,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": -0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.03}",False
O1_risk_on_call-124,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": -0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.05}",False
O1_risk_on_call-125,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": -0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.005}",False
O1_risk_on_call-126,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": -0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.01}",False
O1_risk_on_call-127,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": -0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.02}",False
O1_risk_on_call-128,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": -0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.03}",False
O1_risk_on_call-129,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": -0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.05}",False
O1_risk_on_call-130,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": 0, ""holding_days"": 5, ""budget_pct_nav"": 0.005}",False
O1_risk_on_call-131,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": 0, ""holding_days"": 5, ""budget_pct_nav"": 0.01}",False
O1_risk_on_call-132,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": 0, ""holding_days"": 5, ""budget_pct_nav"": 0.02}",False
O1_risk_on_call-133,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": 0, ""holding_days"": 5, ""budget_pct_nav"": 0.03}",False
O1_risk_on_call-134,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": 0, ""holding_days"": 5, ""budget_pct_nav"": 0.05}",False
O1_risk_on_call-135,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": 0, ""holding_days"": 20, ""budget_pct_nav"": 0.005}",False
O1_risk_on_call-136,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": 0, ""holding_days"": 20, ""budget_pct_nav"": 0.01}",False
O1_risk_on_call-137,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": 0, ""holding_days"": 20, ""budget_pct_nav"": 0.02}",False
O1_risk_on_call-138,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": 0, ""holding_days"": 20, ""budget_pct_nav"": 0.03}",False
O1_risk_on_call-139,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": 0, ""holding_days"": 20, ""budget_pct_nav"": 0.05}",False
O1_risk_on_call-140,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": 0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.005}",False
O1_risk_on_call-141,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": 0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.01}",False
O1_risk_on_call-142,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": 0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.02}",False
O1_risk_on_call-143,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": 0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.03}",False
O1_risk_on_call-144,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": 0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.05}",False
O1_risk_on_call-145,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": 0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.005}",False
O1_risk_on_call-146,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": 0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.01}",False
O1_risk_on_call-147,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": 0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.02}",False
O1_risk_on_call-148,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": 0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.03}",False
O1_risk_on_call-149,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [20, 40], ""moneyness"": 0.05, ""holding_days"": 20, ""budget_pct_nav"": 0.05}",False
O1_risk_on_call-150,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [40, 70], ""moneyness"": -0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.005}",False
O1_risk_on_call-151,O1_risk_on_call,"{""product"": ""MO"", ""dte_window"": [40, 70], ""moneyness"": -0.05, ""holding_days"": 5, ""budget_pct_nav"": 0.01}",False
