Warning: truncated output (original token count: 70103)
Total output lines: 1297

spec_id,family,parameters,strict_eligible
CO-0014,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0015,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0016,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0017,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0018,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0019,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0020,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0021,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0022,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0023,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0024,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0025,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0026,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0027,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0028,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0029,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0030,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0031,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0032,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0033,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0034,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0035,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0036,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0037,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0038,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0039,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0040,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0041,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0042,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0043,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0044,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0045,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0046,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0047,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0048,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0049,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0050,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0051,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0052,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0053,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0054,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0055,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0056,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0057,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0058,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0059,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0060,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0061,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0062,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0063,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0064,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0065,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0066,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0067,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0068,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0069,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0070,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0071,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0072,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0073,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0074,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0075,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0076,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0077,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0078,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0079,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0080,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0081,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0082,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0083,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0084,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0085,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0086,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0087,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0088,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0089,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0090,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0091,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0092,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0093,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0094,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0095,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0096,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0097,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0098,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0099,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0100,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0101,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0102,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0103,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0104,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0105,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0106,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0107,510300_dca__IH,"{""etf_baseline"":""510300_dca"",""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0108,510300_dca__IF,"{""etf_baseline"":""510300_dca"",""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0109,510300_dca__IF,"{""etf_baseline"":""510300_dca"",""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0110,510300_dca__IF,"{""etf_baseline"":""510300_dca"",""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0111,510300_dca__IF,"{""etf_baseline"":""510300_dca"",""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0112,510300_dca__IF,"{""etf_baseline"":""510300_dca"",""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0113,510300_dca__IF,"{""etf_baseline"":""510300_dca"",""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0114,510300_dca__IF,"{""etf_baseline"":""510300_dca"",""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0115,510300_dca__IF,"{""etf_baseline"":""510300_dca"",""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0116,510300_dca__IF,"{""etf_baseline"":""510300_dca"",""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0117,510300_dca__IF,"{""etf_baseline"":""510300_dca"",""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0118,510300_dca__IF,"{""etf_baseline"":""510300_dca"",""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0119,510300_dca__IF,"{""etf_baseline"":""510300_dca"",""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0120,510300_dca__IF,"{""etf_baseline"":""510300_dca"",""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0121,510300_dca__IF,"{""etf_baseline"":""510300_dca"",""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0122,510300_dca__IF,"{""etf_baseline"":""510300_dca"",""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0123,510300_dca__IF,"{""etf_baseline"":""510300_dca"",""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0124,510300_dca__IF,"{""etf_baseline"":""510300_dca"",""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0125,510300_dca__IF,"{""etf_baseline"":""510300_dca"",""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0126,510300_dca__IF,"{""etf_baseline"":""510300_dca"",""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0127,510300_dca__IF,"{""etf_baseline"":""510300_dca"",""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
